ubuntu@ip-172-31-80-59:~/Conversion-Rate-Improvement-main$ /usr/bin/python3.7 eCommerce_ConversionRate_Gaudi.py
Loading Habana modules from /usr/lib/habanalabs/


hpu


BinaryClassification(
  (layer_1): Linear(in_features=10, out_features=8400, bias=True)
  (layer_2): Linear(in_features=8400, out_features=8400, bias=True)
  (layer_3): Linear(in_features=8400, out_features=8400, bias=True)
  (layer_out): Linear(in_features=8400, out_features=1, bias=True)
  (relu): ReLU()
  (dropout): Dropout(p=0.1, inplace=False)
  (batchnorm1): BatchNorm1d(8400, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (batchnorm2): BatchNorm1d(8400, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (batchnorm3): BatchNorm1d(8400, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
)




Epoch 001: | Loss: 3.14147 | Acc: 54.778
Epoch 088: | Loss: 0.50628 | Acc: 75.111
Epoch 089: | Loss: 0.50824 | Acc: 75.000
Epoch 090: | Loss: 0.50800 | Acc: 75.000
Epoch 091: | Loss: 0.50803 | Acc: 75.000
Epoch 092: | Loss: 0.50824 | Acc: 74.778
Epoch 093: | Loss: 0.50712 | Acc: 75.111
Epoch 094: | Loss: 0.50683 | Acc: 75.222
Epoch 095: | Loss: 0.50487 | Acc: 75.222
Epoch 096: | Loss: 0.50455 | Acc: 75.333
Epoch 097: | Loss: 0.50805 | Acc: 75.111
Epoch 098: | Loss: 0.51387 | Acc: 74.778
Epoch 099: | Loss: 0.51001 | Acc: 74.889
Epoch 100: | Loss: 0.51851 | Acc: 74.333
Epoch 101: | Loss: 0.50807 | Acc: 75.111
Epoch 102: | Loss: 0.50691 | Acc: 75.111
Epoch 103: | Loss: 0.50824 | Acc: 75.111
Epoch 104: | Loss: 0.50599 | Acc: 75.111
--- 635.5106883049011 seconds ---


avg_timeToDomComplete
[0.0, 0.83, 0.83, 0.0, 0.0]
['0%', '5%', '6%', '7%', '8%']

avg_timeToDomContentLoadedEventStart
[0.0, 0.83, 0.83, 1.67, 1.67]
['0%', '5%', '6%', '7%', '8%']

avg_timeToLoadEventEnd
[0.0, 1.67, 3.33, 4.17, 5.83]
['0%', '5%', '6%', '7%', '8%']
